points,region_1,variety,price_bins
85,Monterey County,Pinot Noir,$15-30
85,Willamette Valley,Pinot Noir,$15-30
90,Napa Valley,Cabernet Sauvignon,$30-60
90,El Dorado,Red Blend,$30-60
90,Santa Cruz Mountains,Chardonnay,$30-60
90,Rockpile,Petite Sirah,$30-60
90,Wahluke Slope,Syrah,$15-30
90,Napa Valley,Sauvignon Blanc,$15-30
90,Bennett Valley,Sauvignon Blanc,$30-60
90,Oakville,Cabernet Sauvignon,$30-60
90,Ancient Lakes,Riesling,$15-30
90,California,Pinot Noir,<$15
90,Yakima Valley,Rhône-style Red Blend,$15-30
90,Yakima Valley,Riesling,$30-60
89,North Fork of Long Island,Malbec,$15-30
89,Washington,Chardonnay,$15-30
89,Walla Walla Valley (WA),Malbec,$30-60
89,Columbia Valley (WA),Petit Verdot,$30-60
89,Red Mountain,Bordeaux-style Red Blend,$15-30
87,Walla Walla Valley (WA),Tempranillo,$30-60
87,Virginia,Chardonnay,$15-30
87,Virginia,Cabernet Sauvignon,$15-30
87,Finger Lakes,Riesling,$30-60
87,Finger Lakes,Riesling,$15-30
87,Finger Lakes,Sauvignon Blanc,$15-30
87,Russian River Valley,Pinot Noir,<$15
87,Sonoma Valley,Red Blend,$60-100
87,Columbia Valley (WA),Meritage,$30-60
87,Columbia Valley (WA),Chardonnay,$15-30
87,Santa Barbara County,Red Blend,$60-100
87,Napa Valley,Chardonnay,$15-30
87,Santa Barbara County,Merlot,$15-30
92,Rockpile,Zinfandel,$15-30
92,Willamette Valley,Pinot Noir,$30-60
91,Eola-Amity Hills,Pinot Noir,$30-60
91,Willamette Valley,Pinot Noir,$60-100
91,Napa Valley,Bordeaux-style Red Blend,$60-100
91,McMinnville,Pinot Noir,$30-60
91,Howell Mountain,Cabernet Sauvignon,$15-30
91,Eola-Amity Hills,Pinot Noir,$30-60
91,Napa Valley,Petite Sirah,$30-60
91,Willamette Valley,Pinot Noir,$30-60
91,Oakville,Cabernet Sauvignon,$30-60
88,Sonoma Valley,Roussanne,$15-30
87,Solano County,Cabernet Sauvignon,$30-60
87,Central Coast,Red Blend,<$15
87,Sierra Foothills,Red Blend,$15-30
87,Paso Robles,Rhône-style Red Blend,$15-30
87,Clarksburg,Chenin Blanc,<$15
87,Oregon,Pinot Gris,$15-30
94,Columbia Valley (OR),Zinfandel,$30-60
94,Rutherford,Cabernet Sauvignon,$60-100
94,Russian River Valley,Pinot Noir,$60-100
94,Russian River Valley,Chardonnay,$30-60
94,Russian River Valley,Chardonnay,$30-60
94,Sonoma Coast,Pinot Noir,$30-60
94,Russian River Valley,Pinot Noir,$30-60
94,Willamette Valley,Pinot Noir,$30-60
94,Russian River Valley,Chardonnay,$60-100
93,Sonoma Coast,Pinot Noir,$30-60
93,Russian River Valley,Chardonnay,$15-30
93,Russian River Valley,Pinot Noir,$60-100
93,Napa Valley,Chardonnay,$30-60
93,Calistoga,Charbono,$30-60
93,Russian River Valley,Pinot Noir,$30-60
93,Sonoma Coast,Pinot Noir,$60-100
93,Russian River Valley,Pinot Noir,$30-60
93,Sonoma-Napa,Claret,100-500
85,Dry Creek Valley,Petite Sirah,<$15
85,California,Cabernet Sauvignon,<$15
85,Dundee Hills,Pinot Noir,$30-60
85,Santa Maria Valley,Pinot Noir,$30-60
85,Napa Valley,Petite Sirah,$15-30
85,Napa Valley,Cabernet Sauvignon,$15-30
84,Russian River Valley,Pinot Noir,$30-60
88,Willamette Valley,Riesling,$15-30
88,California,Moscato,$15-30
88,Napa Valley,Cabernet Sauvignon,$15-30
88,Napa Valley,Sauvignon Blanc,$15-30
88,California,Sauvignon Blanc,<$15
88,Santa Maria Valley,Chardonnay,$30-60
88,Paso Robles,Red Blend,$30-60
88,Mendocino County,Tocai Friulano,$15-30
88,Russian River Valley,Sauvignon Blanc,$15-30
88,Sierra Foothills,Cabernet Franc,$30-60
88,Arroyo Seco,Pinot Noir,<$15
84,Finger Lakes,Riesling,$15-30
84,Yakima Valley,Rosé,$15-30
84,Sierra Foothills,Zinfandel,$15-30
84,Livermore Valley,Rhône-style Red Blend,$15-30
83,Carneros,Pinot Noir,$15-30
83,Oakville,Sauvignon Blanc,$15-30
83,Red Hills Lake County,Cabernet Sauvignon,$15-30
83,California,Rosé,<$15
83,Edna Valley,Chardonnay,$15-30
83,Santa Ynez Valley,Cabernet Sauvignon,$15-30
83,Monterey County,Pinot Noir,<$15
83,Central Coast,Petite Sirah,<$15
83,Sonoma County,Sangiovese,$15-30
83,California,Cabernet Franc,$15-30
83,California,Meritage,$30-60
91,McMinnville,Pinot Noir,$30-60
91,Sierra Foothills,Grenache Blanc,$15-30
91,Dundee Hills,Chardonnay,$30-60
91,Sonoma Valley,Cabernet Sauvignon,$30-60
91,Sonoma Valley,Red Blend,$30-60
91,Willamette Valley,Pinot Noir,$60-100
91,Santa Ynez Valley,Sauvignon Blanc,$30-60
91,Green Valley,Chardonnay,$30-60
91,Russian River Valley,Pinot Noir,$30-60
91,Central Coast,Rhône-style Red Blend,$30-60
91,Willamette Valley,Pinot Gris,<$15
91,Russian River Valley,Viognier,$15-30
91,Willamette Valley,Pinot Noir,$30-60
91,Monterey,Tannat,$15-30
83,Lake County,Sauvignon Blanc,<$15
82,Horse Heaven Hills,Sauvignon Blanc,$15-30
82,Carneros,Pinot Noir,<$15
82,Sonoma Valley,Syrah,$30-60
82,California,Pinot Noir,<$15
88,Lodi,Zinfandel,$30-60
88,Napa Valley,Merlot,$15-30
88,Horse Heaven Hills,Merlot,$15-30
88,Horse Heaven Hills,Chardonnay,$15-30
88,Red Mountain,Syrah,$15-30
88,Columbia Valley (WA),Riesling,<$15
88,Yakima Valley,Bordeaux-style Red Blend,<$15
88,Columbia Valley (WA),Riesling,<$15
88,Finger Lakes,Riesling,$15-30
88,Finger Lakes,Riesling,$30-60
88,Napa Valley,Cabernet Sauvignon,100-500
88,Arroyo Seco,Rhône-style Red Blend,$15-30
88,Columbia Valley (WA),Cabernet Sauvignon,$30-60
88,Yakima Valley,Riesling,<$15
88,Walla Walla Valley (WA),Sangiovese,$15-30
88,Hudson River Region,Riesling,$30-60
88,Pine Mountain-Cloverdale Peak,Cabernet Sauvignon,$30-60
88,Walla Walla Valley (WA),Rhône-style Red Blend,$30-60
88,Finger Lakes,Chardonnay,<$15
88,Carneros,Pinot Noir,$30-60
88,Seneca Lake,Riesling,<$15
89,Napa Valley,Merlot-Cabernet Franc,$30-60
89,North Fork of Long Island,Cabernet Franc,$15-30
89,Alexander Valley,Sauvignon Blanc,$15-30
89,Columbia Valley (WA),Riesling,<$15
89,Lake Chelan,Malbec,$30-60
89,Santa Ynez Valley,Syrah,$30-60
89,Santa Ynez Valley,Syrah,$30-60
89,Columbia Valley (WA),Chardonnay,$15-30
89,Central Coast,White Blend,$15-30
89,America,White Blend,<$15
89,Columbia Valley (WA),Red Blend,<$15
89,California,White Blend,$15-30
89,New York,Rosé,$15-30
89,North Fork of Long Island,Sparkling Blend,$30-60
89,Wahluke Slope,Syrah,$30-60
89,Santa Ynez Valley,Sauvignon Blanc,$15-30
89,Templeton Gap District,Tempranillo,$15-30
89,Snipes Mountain,Riesling,$15-30
89,Santa Barbara County,Grenache Blanc,$15-30
89,Wahluke Slope,Dolcetto,$15-30
86,Southern Oregon,Tempranillo,$15-30
86,Mendocino County,Pinot Noir,<$15
86,Santa Ynez Valley,Sauvignon Blanc,$15-30
86,Columbia Valley (WA),Chardonnay,$15-30
86,Columbia Valley (WA),Rosé,$15-30
86,Santa Clara Valley,Sangiovese,$15-30
86,Finger Lakes,Riesling,$15-30
86,New York,White Blend,<$15
86,Sta. Rita Hills,Syrah-Grenache,$15-30
86,Walla Walla Valley (WA),Tempranillo,$30-60
86,California,Cabernet Sauvignon,<$15
86,Rogue Valley,Bordeaux-style Red Blend,$15-30
86,California,Pinot Grigio,<$15
86,Columbia Valley (OR),Red Blend,$15-30
86,Virginia,Viognier,$15-30
86,Umpqua Valley,Müller-Thurgau,<$15
86,California,Chardonnay,$15-30
86,Texas,Roussanne,$15-30
86,Chehalem Mountains,Pinot Noir,$30-60
90,Russian River Valley,Sauvignon Blanc,$15-30
90,Paso Robles,Red Blend,$30-60
90,Sonoma Coast,Pinot Noir,$60-100
90,Russian River Valley,Chardonnay,$15-30
90,Sonoma Valley,Chardonnay,$30-60
90,Mount Veeder,Cabernet Sauvignon,$60-100
90,Yakima Valley,Syrah,$60-100
90,Russian River Valley,Chardonnay,$30-60
90,Russian River Valley,Chardonnay,$15-30
90,Finger Lakes,Riesling,$15-30
90,Santa Barbara County,Riesling,$15-30
90,Russian River Valley,Pinot Noir,$15-30
90,California,Vermentino,$15-30
84,Sonoma Valley,Syrah,$15-30
84,Finger Lakes,Pinot Blanc,$15-30
84,Carmel Valley,Zinfandel,$15-30
83,New York,Baco Noir,$15-30
83,Alexander Valley,Cabernet Sauvignon,<$15
83,Finger Lakes,Seyval Blanc,<$15
83,California,Pinot Gris,<$15
83,California,White Blend,<$15
93,Applegate Valley,Viognier,$15-30
93,Dundee Hills,Pinot Noir,$60-100
93,Oak Knoll District,Cabernet Sauvignon,$60-100
93,Russian River Valley,Pinot Noir,$60-100
93,Willamette Valley,Pinot Noir,$30-60
93,Willamette Valley,Pinot Noir,$30-60
93,Napa Valley,Bordeaux-style Red Blend,$60-100
93,Sonoma Coast,Pinot Noir,$60-100
93,Russian River Valley,Pinot Noir,$60-100
93,Chehalem Mountains,Pinot Noir,$60-100
93,Walla Walla Valley (OR),Cabernet Franc-Merlot,$60-100
93,Russian River Valley,Zinfandel,$30-60
93,Russian River Valley,Pinot Noir,$30-60
93,Napa Valley,Bordeaux-style Red Blend,$60-100
93,Walla Walla Valley (OR),Cabernet Sauvignon,$30-60
93,Sta. Rita Hills,Pinot Noir,$60-100
92,Eola-Amity Hills,Pinot Noir,$30-60
88,Washington,Merlot,$15-30
88,Walla Walla Valley (WA),Petit Verdot,$30-60
88,Columbia Valley (WA),Merlot,$15-30
88,Virginia,Chardonnay,$15-30
88,Red Mountain,Syrah,$30-60
88,Red Mountain,Merlot,$30-60
88,North Fork of Long Island,Pinot Gris,$15-30
88,Russian River Valley,Chardonnay,$30-60
88,Sonoma Coast,Pinot Noir,$30-60
88,Shenandoah Valley,Chardonnay,$15-30
88,Columbia Valley (WA),Sangiovese,$30-60
88,Russian River Valley,Pinot Noir,$30-60
88,Willamette Valley,Pinot Noir,$15-30
88,Napa Valley,Cabernet Sauvignon,100-500
88,Monterey,Pinot Noir,$15-30
88,Russian River Valley,Chardonnay,$30-60
88,Sierra Foothills,Syrah,$15-30
90,Napa Valley,Rosé,$30-60
90,Central Coast,Gewürztraminer,$15-30
90,Willamette Valley,Pinot Noir,$30-60
89,Sonoma County,Merlot,<$15
89,Russian River Valley,Pinot Noir,$60-100
89,Napa Valley,Sauvignon Blanc,$15-30
89,Willamette Valley,Pinot Gris,$15-30
89,Carneros,Pinot Noir,$30-60
89,Willamette Valley,Riesling,$15-30
89,California,Tempranillo,$15-30
89,Willamette Valley,Pinot Noir,$30-60
89,Napa Valley,Zinfandel,$15-30
89,Paso Robles,Tempranillo,$30-60
89,North Fork of Long Island,Cabernet Franc,$30-60
89,Mendocino County,Roussanne,$30-60
89,Russian River Valley,Chardonnay,$30-60
89,North Fork of Long Island,Meritage,$15-30
85,America,Merlot,$15-30
85,North Fork of Long Island,Sauvignon Blanc,$15-30
85,California,Chardonnay,$15-30
85,Sonoma County-Napa County,Cabernet Sauvignon,$15-30
85,Dry Creek Valley,Muscat Blanc,$15-30
85,Dry Creek Valley,Sauvignon Blanc,$15-30
85,Monticello,Petit Verdot,$15-30
85,California,Pinot Noir,$15-30
85,Idaho,Riesling,$15-30
85,Idaho,Petite Sirah,<$15
85,Oregon,Tempranillo,$15-30
85,Russian River Valley,Sparkling Blend,$15-30
85,Virginia,Traminette,<$15
85,North Coast,Cabernet Sauvignon,$15-30
90,Anderson Valley,Pinot Noir,$60-100
90,Columbia Valley (WA),Cabernet Sauvignon,$15-30
90,Columbia Valley (WA),Malbec,$15-30
90,Napa Valley,Tempranillo,$60-100
90,Russian River Valley,Zinfandel,$15-30
90,Columbia Valley (WA),Syrah,$15-30
90,Horse Heaven Hills,Mourvèdre,$30-60
90,Columbia Valley (WA),Syrah,$30-60
90,Columbia Valley (WA),Red Blend,$15-30
90,Columbia Valley (WA),Bordeaux-style Red Blend,$15-30
90,Sta. Rita Hills,Pinot Noir,$15-30
90,Sta. Rita Hills,Chardonnay,$30-60
90,Russian River Valley,Rosé,$15-30
84,Paso Robles,Rhône-style Red Blend,$15-30
84,Finger Lakes,Cabernet Franc,$15-30
84,Western Connecticut Highlands,Cabernet Franc,$15-30
84,Paso Robles,Petit Verdot,$15-30
84,Finger Lakes,Cabernet Franc,$15-30
84,California,Shiraz,<$15
84,New Mexico,Tempranillo,$15-30
84,Sonoma Valley,Cabernet Sauvignon,$15-30
84,Sonoma Valley,Port,$15-30
84,Dry Creek Valley,Zinfandel,$30-60
84,Lodi,Petite Sirah,$15-30
84,Finger Lakes,Merlot,$15-30
86,Sonoma County,Cabernet Sauvignon,$15-30
86,Santa Ynez Valley,Syrah,$15-30
86,High Valley,Roussanne,$15-30
86,Lake County,Sauvignon Blanc,$15-30
86,Marin County,Merlot,$30-60
86,Chehalem Mountains,Chardonnay,$15-30
86,Willamette Valley,Pinot Noir,$15-30
86,California,Pinot Grigio,<$15
86,California,Pinot Noir,<$15
86,Monterey,Rhône-style Red Blend,$15-30
86,Santa Ynez Valley,Sauvignon Blanc,$15-30
89,Washington,Chardonnay,<$15
89,Paicines,Red Blend,$30-60
89,Idaho,Red Blend,$15-30
89,Columbia Valley (WA),Petit Verdot,$15-30
89,Columbia Valley (WA),G-S-M,$30-60
89,Red Mountain,Red Blend,$30-60
89,Finger Lakes,Muskat Ottonel,$15-30
89,Napa Valley,Sauvignon Blanc,$15-30
89,Ancient Lakes,Riesling,<$15
89,Columbia Valley (WA),Merlot,$30-60
89,Paso Robles,Petite Sirah,$30-60
87,Paso Robles,Zinfandel,<$15
87,Sonoma Valley,Marsanne-Roussanne,$30-60
87,Finger Lakes,Riesling,$30-60
86,Napa Valley,Cabernet Sauvignon,$15-30
87,Sonoma County,Zinfandel,$15-30
87,Paso Robles,Albariño,$15-30
87,Paso Robles,Syrah,$30-60
87,Central Coast,Cabernet Sauvignon,$15-30
87,Finger Lakes,Lemberger,$15-30
87,Sonoma County,Chardonnay,$15-30
87,Columbia Valley (WA),Merlot,<$15
87,Finger Lakes,Red Blend,$15-30
87,Chalk Hill,Cabernet Sauvignon,$30-60
87,California,Red Blend,$15-30
87,North Fork of Long Island,White Blend,$30-60
84,California,Chardonnay,<$15
84,Willamette Valley,Riesling,<$15
84,Seneca Lake,Riesling,$15-30
84,California,Cabernet Sauvignon,<$15
84,Finger Lakes,Pinot Noir,$15-30
84,Grand River Valley,Riesling,<$15
84,Sonoma Valley,Chardonnay,$15-30
83,Napa Valley,Shiraz,$30-60
83,Central Coast,Chardonnay,<$15
83,California,Chardonnay,<$15
83,Central Coast,Merlot,$15-30
83,Central Coast,Meritage,$15-30
83,Willamette Valley,Pinot Noir,$15-30
83,Willamette Valley,Pinot Noir,$30-60
83,California,Viognier,<$15
83,California,Syrah,<$15
83,California,Chardonnay,<$15
83,Napa Valley,Merlot,<$15
83,California,Cabernet Sauvignon,<$15
83,Finger Lakes,Riesling,$15-30
92,Paso Robles,Bordeaux-style Red Blend,$30-60
92,Adelaida District,Rhône-style Red Blend,$30-60
92,El Dorado,Viognier,$15-30
92,Sta. Rita Hills,Chardonnay,$30-60
92,Adelaida District,Rhône-style White Blend,$30-60
92,Santa Cruz Mountains,Bordeaux-style Red Blend,$60-100
92,Alexander Valley,Merlot,$30-60
92,Santa Barbara County,Pinot Noir,$30-60
92,Santa Cruz Mountains,Chardonnay,$30-60
92,Yakima Valley,Syrah,$30-60
92,Sonoma Coast,Pinot Noir,$30-60
92,Washington,Bordeaux-style Red Blend,$15-30
92,Washington,White Blend,$15-30
92,Yakima Valley,Syrah,$30-60
91,Dundee Hills,Chardonnay,$30-60
91,Santa Ynez Valley,Riesling,$15-30
91,Willamette Valley,Pinot Noir,$30-60
91,Willamette Valley,Pinot Gris,$15-30
91,Willamette Valley,Pinot Noir,$30-60
91,Mendocino,Chardonnay,$30-60
91,Walla Walla Valley (OR),Syrah,$30-60
91,Willamette Valley,Pinot Gris,$15-30
91,Sta. Rita Hills,Pinot Noir,$30-60
83,North Fork of Long Island,Albariño,$15-30
83,California,Merlot,<$15
82,North Fork of Long Island,White Blend,<$15
82,Idaho,Red Blend,<$15
82,Paso Robles,Cabernet Sauvignon,$30-60
82,California,Merlot,<$15
82,North Coast,Cabernet Sauvignon,<$15
82,California,Red Blend,<$15
82,Napa Valley,Red Blend,$60-100
82,Lodi,Verdelho,<$15
82,Livermore Valley,Pinot Blanc,$15-30
82,California,Merlot,<$15
82,California,Zinfandel,<$15
82,California,Cabernet Sauvignon,<$15
82,North Fork of Long Island,White Blend,$15-30
82,California,Petite Sirah,<$15
81,Livermore Valley,Petite Sirah,$30-60
81,Lodi,Petite Sirah,<$15
81,Paso Robles,Cabernet Sauvignon,$30-60
81,Paso Robles,Meritage,$30-60
81,San Luis Obispo County,Pinot Noir,$15-30
90,Sonoma County,Red Blend,$15-30
90,Red Mountain,Merlot,$15-30
90,Walla Walla Valley (WA),Cabernet Sauvignon,$15-30
90,Washington,Rosé,<$15
90,Carneros,Chardonnay,$15-30
90,Sonoma Coast,Pinot Noir,$30-60
90,Oak Knoll District,Cabernet Sauvignon,$30-60
90,Washington,Red Blend,$30-60
90,Washington,Rosé,$15-30
90,Long Island,Merlot,$30-60
90,North Fork of Long Island,Rosé,$15-30
90,Napa Valley,Sauvignon Blanc,$30-60
90,Sonoma Coast,Chardonnay,$30-60
90,Lodi,Verdelho,$15-30
90,Amador County,Barbera,$15-30
89,Santa Barbara County,Viognier,$15-30
89,Santa Barbara County,Syrah,$15-30
89,Eola-Amity Hills,Riesling,$15-30
89,Santa Lucia Highlands,Pinot Noir,$60-100
89,Umpqua Valley,Viognier,$15-30
89,Green Valley,Pinot Noir,$30-60
89,Willamette Valley,Pinot Gris,$15-30
89,Temecula Valley,Red Blend,$15-30
89,Santa Barbara County,Chardonnay,$15-30
87,Cochise County,Rhône-style Red Blend,$30-60
87,Virginia,Viognier,$15-30
87,Colorado,Syrah,$15-30
87,Dundee Hills,Pinot Noir,$30-60
87,Willamette Valley,Pinot Noir,$15-30
87,Oregon,Pinot Noir,$15-30
87,Dundee Hills,Pinot Noir,$30-60
87,Paso Robles,Petite Sirah,$15-30
87,Clarksburg,Tempranillo,$15-30
87,Rogue Valley,Chardonnay,$15-30
87,Sonoma Coast,Rosé,$15-30
87,Paso Robles,Muscat Canelli,<$15
89,McMinnville,Pinot Noir,$30-60
89,Willamette Valley,Pinot Gris,$15-30
89,Napa Valley,Merlot,$30-60
89,Anderson Valley,Muscat Blanc,$15-30
89,Ribbon Ridge,Pinot Auxerrois,$15-30
89,Santa Maria Valley,Pinot Noir,$15-30
89,Willamette Valley,Chardonnay,$15-30
89,Dry Creek Valley,Zinfandel,$15-30
89,Sonoma County,Cabernet Sauvignon,$15-30
89,Chehalem Mountains,Pinot Noir,$30-60
81,Livermore Valley,Chardonnay,$15-30
81,Monterey,Chardonnay,<$15
81,California,Rosé,<$15
81,California,Chardonnay,<$15
80,Lodi,Zinfandel,<$15
80,California,Petite Sirah,<$15
97,Russian River Valley,Pinot Noir,$60-100
88,Sonoma County,Meritage,$15-30
88,Red Mountain,Bordeaux-style Red Blend,$30-60
88,Santa Lucia Highlands,Pinot Noir,$30-60
88,Monterey County,Chardonnay,$15-30
88,Edna Valley,Pinot Noir,$30-60
87,Napa Valley,Cabernet Sauvignon,$60-100
87,Santa Barbara County,Syrah,$30-60
87,Paso Robles,Merlot,<$15
87,Anderson Valley,Pinot Gris,$15-30
87,Yountville,Cabernet Sauvignon,$30-60
87,Anderson Valley,Pinot Noir,$30-60
87,Rogue Valley,Merlot,$15-30
87,Santa Ynez Valley,Merlot,$30-60
87,Monterey County,Chardonnay,<$15
87,Paso Robles,Cabernet Sauvignon,$30-60
87,Umpqua Valley,Merlot,$15-30
87,Paso Robles,Cabernet Sauvignon,<$15
87,Central Coast,Sauvignon Blanc,<$15
93,Temecula Valley,Meritage,$30-60
93,Chehalem Mountains,Pinot Noir,$60-100
93,Southern Oregon,Chardonnay,$15-30
93,Rutherford,Cabernet Sauvignon,100-500
93,Napa Valley,Cabernet Sauvignon,$60-100
93,Santa Maria Valley,Pinot Noir,$30-60
93,Willamette Valley,Pinot Noir,$30-60
93,Willamette Valley,Pinot Noir,$30-60
93,Alexander Valley,Red Blend,$30-60
93,Paso Robles,Syrah,$30-60
93,Chehalem Mountains,Pinot Noir,$30-60
93,Chehalem Mountains,Pinot Noir,$30-60
93,Santa Barbara County,Pinot Noir,$30-60
93,Anderson Valley,Pinot Noir,$30-60
93,Santa Clara Valley,Malbec,$30-60
93,Dundee Hills,Chardonnay,$15-30
93,Amador County,Zinfandel,$30-60
88,Carmel Valley,Cabernet Sauvignon,$15-30
88,Napa Valley,Merlot,$30-60
88,Sonoma Valley,Meritage,$30-60
88,El Dorado,Chardonnay,$15-30
88,Chehalem Mountains,Pinot Noir,$30-60
88,Amador County,Zinfandel,$15-30
88,Edna Valley,Pinot Noir,$30-60
87,Chehalem Mountains,Pinot Noir,$15-30
87,Applegate Valley,Cabernet Franc,$15-30
87,Santa Barbara County,Cabernet Sauvignon,$30-60
87,Old Mission Peninsula,Pinot Noir,$15-30
87,Willamette Valley,Pinot Noir,$15-30
87,Carneros-Napa Valley,Pinot Noir,$30-60
87,Napa Valley,Cabernet Sauvignon,$30-60
87,Leelanau Peninsula,Red Blend,$15-30
90,Sonoma County,Chardonnay,<$15
90,Calistoga,Zinfandel,$30-60
90,Columbia Valley (WA),Syrah,$15-30
90,Columbia Valley (WA),Viognier,$15-30
90,Columbia Valley (WA),Syrah,$15-30
90,Paso Robles,Rhône-style Red Blend,$30-60
89,Columbia Valley (WA),Red Blend,$15-30
89,Napa Valley,Cabernet Sauvignon,$30-60
85,California,Sparkling Blend,<$15
85,California,Zinfandel,$15-30
85,Carmel Valley,Bordeaux-style Red Blend,$15-30
85,Virginia,Cabernet Franc,$15-30
85,Sonoma County,Cabernet Sauvignon,$60-100
85,Lodi,Zinfandel,<$15
84,Finger Lakes,Pinot Noir,$15-30
86,Calaveras County,Syrah,$15-30
86,Sonoma Valley,Cabernet Sauvignon,$30-60
86,Calaveras County,Vermentino,$15-30
86,Finger Lakes,Cabernet Franc,$15-30
86,Sierra Foothills,Rhône-style Red Blend,$15-30
86,New York,Cabernet Sauvignon,$15-30
86,Willamette Valley,Pinot Noir,$30-60
86,El Dorado,Sangiovese,$15-30
87,Napa Valley,Zinfandel,$15-30
87,Yountville,Chardonnay,$15-30
87,Spring Mountain District,Chardonnay,$30-60
87,Napa Valley,Syrah,$15-30
87,Santa Maria Valley,Grenache,$30-60
87,Alexander Valley,Chardonnay,$15-30
87,Napa Valley,Bordeaux-style Red Blend,100-500
87,Dry Creek Valley,Petite Sirah,$15-30
87,Green Valley,Pinot Noir,$15-30
87,Sta. Rita Hills,Pinot Noir,$30-60
93,Russian River Valley,Pinot Noir,$30-60
93,Red Mountain,Syrah,$30-60
93,Napa County-Sonoma County,Cabernet Sauvignon,$60-100
93,Sta. Rita Hills,Pinot Noir,$30-60
93,Sierra Foothills,Sauvignon Blanc,$15-30
93,Santa Maria Valley,Pinot Noir,$30-60
93,Red Mountain,Mourvèdre,$30-60
90,Oregon,Chardonnay,$15-30
90,Willamette Valley,Pinot Noir,$15-30
90,Rutherford,Cabernet Sauvignon,$60-100
90,Napa Valley,Red Blend,$30-60
90,Sonoma County,Chardonnay,$15-30
90,Russian River Valley,Chardonnay,$30-60
90,Los Carneros,Chardonnay,$30-60
90,Napa Valley,White Blend,$30-60
90,Napa Valley,Zinfandel,$30-60
90,Willamette Valley,Pinot Noir,$60-100
90,Napa Valley,Fumé Blanc,$15-30
90,Napa Valley,Zinfandel,$30-60
90,North Coast,Sparkling Blend,$30-60
90,Anderson Valley,Pinot Gris,$15-30
90,Umpqua Valley,Tempranillo,$30-60
93,Russian River Valley,Viognier,<$15
93,St. Helena,Cabernet Sauvignon,$30-60
93,Napa Valley,Cabernet Sauvignon,$60-100
93,Dry Creek Valley,Cabernet Sauvignon,$30-60
93,Russian River Valley,Sauvignon Blanc,$15-30
92,Napa Valley,Cabernet Sauvignon,$30-60
92,St. Helena,Cabernet Sauvignon,$60-100
92,Napa Valley,Cabernet Sauvignon,$60-100
92,Napa Valley,Cabernet Sauvignon,$60-100
92,Sonoma Valley,Zinfandel,$30-60
87,Columbia Valley (WA),Red Blend,$30-60
87,Columbia Valley (WA),Zinfandel,$30-60
87,California,Cabernet Sauvignon,<$15
87,Santa Barbara County,Malbec,$30-60
87,Yolo County,Chardonnay,$15-30
87,Santa Barbara County,Red Blend,$15-30
87,Idaho,Chardonnay,<$15
87,Sonoma Valley,Cabernet Sauvignon,$60-100
87,Sierra Foothills,Vermentino,$15-30
87,California,Red Blend,$15-30
87,Virginia,Malbec,$30-60
87,Amador County,Rhône-style Red Blend,$15-30
87,Mendocino,Chardonnay,<$15
87,Middleburg,Cabernet Sauvignon,$30-60
87,Columbia Valley (WA),Sangiovese,<$15
85,Central Coast,Sauvignon Blanc,<$15
85,California,Merlot,<$15
85,Columbia Valley (WA),White Blend,<$15
85,Russian River Valley,Zinfandel,$30-60
84,Sonoma Valley,Cabernet Sauvignon,$30-60
84,Russian River Valley,Chardonnay,$15-30
84,Sonoma County,Semillon-Sauvignon Blanc,$15-30
84,California,Zinfandel,<$15
84,California,White Blend,$15-30
84,Marin County,Pinot Noir,$30-60
84,Central Coast,Chardonnay,<$15
84,Lodi,Chardonnay,$15-30
84,Napa Valley,Sparkling Blend,$15-30
84,Russian River Valley,Pinot Gris,$15-30
84,Central Coast,Merlot,$15-30
